donor_id,tanggal_terakhir_donasi,tanggal_pertama_donasi,frekuensi,total_nominal,recency_hari,skor_R,skor_F,skor_M,skor_gabungan_ahp,segmentasi
U28763,2020-05-19 20:13:00,2020-05-19 20:13:00,1,10000,1687,1,3,1,1.7,Hilang
U28764,2020-05-19 20:21:00,2020-05-19 20:21:00,1,100000,1687,1,3,3,2.2,Tidur
U28765,2021-12-31 13:29:00,2020-05-19 20:24:00,16,540000,1096,2,5,5,3.8,Tidur
U28766,2020-09-25 23:12:00,2020-05-19 20:24:00,3,120000,1558,1,5,4,3.15,Tidur
U28768,2020-05-19 20:31:00,2020-05-19 20:31:00,1,50000,1687,1,3,2,1.95,Hilang
U28770,2020-05-19 20:37:00,2020-05-19 20:37:00,1,100000,1687,1,3,3,2.2,Tidur
U28771,2020-05-19 20:51:00,2020-05-19 20:51:00,1,50000,1687,1,3,2,1.95,Hilang
U28772,2021-07-13 11:41:00,2020-05-19 20:51:00,2,350000,1267,2,4,5,3.45,Tidur
U28773,2020-05-19 20:58:00,2020-05-19 20:58:00,1,100000,1687,1,3,3,2.2,Tidur
U28776,2020-05-19 21:31:00,2020-05-19 21:31:00,1,50000,1687,1,3,2,1.95,Hilang
U28780,2020-05-19 22:49:00,2020-05-19 22:49:00,1,20000,1687,1,3,1,1.7,Hilang
U28783,2020-05-19 23:04:00,2020-05-19 23:04:00,1,5000,1687,1,3,1,1.7,Hilang
U28784,2020-05-19 23:06:00,2020-05-19 23:06:00,1,50000,1687,1,3,2,1.95,Hilang
U28786,2021-06-21 08:41:00,2020-05-19 23:16:00,3,190000,1289,2,5,4,3.55,Tidur
U28787,2020-05-19 23:24:00,2020-05-19 23:24:00,1,100000,1687,1,3,3,2.2,Tidur
U28789,2020-05-19 23:30:00,2020-05-19 23:30:00,1,20000,1687,1,3,1,1.7,Hilang
U28792,2020-10-31 18:41:00,2020-05-20 00:25:00,2,20000,1522,2,4,1,2.45,Kategori Lain
U28793,2020-06-11 19:01:00,2020-05-20 00:31:00,2,13000,1664,1,4,1,2.05,Kategori Lain
U28794,2020-05-20 00:33:00,2020-05-20 00:33:00,1,10000,1686,1,3,1,1.7,Hilang
U28798,2020-05-20 02:21:00,2020-05-20 02:21:00,1,100000,1686,1,3,3,2.2,Tidur
U28800,2020-05-20 02:45:00,2020-05-20 02:45:00,1,10000,1686,1,3,1,1.7,Hilang
U28801,2020-09-26 09:53:00,2020-05-20 03:05:00,2,30000,1557,1,4,2,2.3,Kategori Lain
U28803,2020-05-20 03:29:00,2020-05-20 03:29:00,1,100000,1686,1,3,3,2.2,Tidur
U28805,2020-05-23 21:42:00,2020-05-20 03:42:00,2,150000,1683,1,4,4,2.8,Tidur
U28808,2020-05-20 04:01:00,2020-05-20 04:01:00,1,100000,1686,1,3,3,2.2,Tidur
U28809,2020-05-20 04:18:00,2020-05-20 04:18:00,1,15000,1686,1,3,1,1.7,Hilang
U28810,2020-05-20 04:18:00,2020-05-20 04:18:00,1,10000,1686,1,3,1,1.7,Hilang
U28813,2021-04-22 04:24:00,2020-05-20 04:27:00,61,657311,1349,2,5,5,3.8,Tidur
U28818,2020-05-20 05:54:00,2020-05-20 05:54:00,1,5000,1686,1,3,1,1.7,Hilang
U28820,2020-06-07 18:35:00,2020-05-20 06:04:00,2,20000,1668,1,4,1,2.05,Kategori Lain
U28822,2020-05-20 07:11:00,2020-05-20 07:11:00,1,15000,1686,1,3,1,1.7,Hilang
U28823,2020-05-20 07:56:00,2020-05-20 07:56:00,1,100000,1686,1,3,3,2.2,Tidur
U28824,2024-04-05 06:13:00,2020-05-20 08:09:00,2,150000,270,5,4,4,4.4,Tidur
U28826,2020-05-20 08:17:00,2020-05-20 08:17:00,1,50000,1686,1,3,2,1.95,Hilang
U28827,2020-05-20 08:25:00,2020-05-20 08:25:00,1,100000,1686,1,3,3,2.2,Tidur
U28829,2020-05-20 08:46:00,2020-05-20 08:46:00,1,20000,1686,1,3,1,1.7,Hilang
U28831,2020-05-20 09:14:00,2020-05-20 09:14:00,1,20000,1686,1,3,1,1.7,Hilang
U28832,2020-05-20 09:44:00,2020-05-20 09:44:00,1,50000,1686,1,3,2,1.95,Hilang
U28833,2020-07-21 22:55:00,2020-05-20 09:53:00,4,500000,1624,1,5,5,3.4,Tidur
U28834,2021-12-02 22:48:00,2020-05-20 10:06:00,5,90000,1125,2,5,3,3.3,Kategori Lain
U28835,2022-04-29 19:02:00,2020-05-20 10:14:00,2,330000,977,3,4,5,3.85,Tidur
U28836,2020-05-20 10:38:00,2020-05-20 10:38:00,1,10000,1686,1,3,1,1.7,Hilang
U28837,2020-09-04 15:15:00,2020-05-20 10:39:00,2,300000,1579,1,4,5,3.05,Tidur
U28840,2020-05-20 11:02:00,2020-05-20 11:02:00,1,10000,1686,1,3,1,1.7,Hilang
U28841,2020-05-23 03:11:00,2020-05-20 11:13:00,2,50000,1683,1,4,2,2.3,Kategori Lain
U28845,2020-05-20 11:48:00,2020-05-20 11:48:00,1,15000,1686,1,3,1,1.7,Hilang
U28846,2020-05-20 12:22:00,2020-05-20 12:22:00,1,50000,1686,1,3,2,1.95,Hilang
U28847,2020-05-20 12:24:00,2020-05-20 12:24:00,1,100000,1686,1,3,3,2.2,Tidur
U28852,2020-10-21 20:36:00,2020-10-21 20:36:00,1,100000,1532,1,3,3,2.2,Tidur
U28853,2024-05-10 14:28:00,2021-01-21 10:28:00,3,400000,235,5,5,5,5.0,Tidur
U28854,2020-05-20 13:47:00,2020-05-20 13:47:00,1,10000,1686,1,3,1,1.7,Hilang
U28855,2020-05-20 14:02:00,2020-05-20 14:02:00,1,10000,1686,1,3,1,1.7,Hilang
U28857,2020-05-20 14:18:00,2020-05-20 14:18:00,1,200000,1686,1,3,4,2.45,Tidur
U28859,2024-01-26 15:23:00,2023-02-24 13:55:00,2,35000,340,5,4,2,3.9,Kategori Lain
U28860,2023-03-19 14:19:00,2020-05-20 14:56:00,2,30000,653,4,4,2,3.5,Kategori Lain
U28864,2020-05-20 15:24:00,2020-05-20 15:24:00,1,150000,1686,1,3,4,2.45,Tidur
U28867,2020-06-08 10:34:00,2020-06-08 10:34:00,1,100000,1667,1,3,3,2.2,Tidur
U28872,2021-01-22 12:16:00,2021-01-22 12:16:00,1,100226,1439,2,3,4,2.85,Tidur
U28874,2020-05-20 17:00:00,2020-05-20 17:00:00,1,50000,1686,1,3,2,1.95,Hilang
U28875,2020-06-16 20:33:00,2020-05-20 17:17:00,2,200000,1659,1,4,4,2.8,Tidur
U28876,2020-05-21 22:11:00,2020-05-21 22:11:00,1,100000,1685,1,3,3,2.2,Tidur
U28877,2020-05-20 17:35:00,2020-05-20 17:35:00,1,200000,1686,1,3,4,2.45,Tidur
U28878,2020-05-20 17:38:00,2020-05-20 17:38:00,1,25000,1686,1,3,2,1.95,Hilang
U28879,2020-05-20 17:39:00,2020-05-20 17:39:00,1,150000,1686,1,3,4,2.45,Tidur
U28880,2020-05-20 17:39:00,2020-05-20 17:39:00,1,20000,1686,1,3,1,1.7,Hilang
U28881,2020-05-20 18:10:00,2020-05-20 18:10:00,1,15000,1686,1,3,1,1.7,Hilang
U28882,2020-05-20 18:12:00,2020-05-20 18:12:00,1,25000,1686,1,3,2,1.95,Hilang
U28884,2020-05-20 18:13:00,2020-05-20 18:13:00,1,50000,1686,1,3,2,1.95,Hilang
U28885,2020-05-20 18:19:00,2020-05-20 18:19:00,1,10000,1686,1,3,1,1.7,Hilang
U28886,2020-05-20 18:29:00,2020-05-20 18:29:00,1,100000,1686,1,3,3,2.2,Tidur
U28889,2020-05-20 18:52:00,2020-05-20 18:52:00,1,200000,1686,1,3,4,2.45,Tidur
U28890,2020-05-20 18:58:00,2020-05-20 18:58:00,1,10000,1686,1,3,1,1.7,Hilang
U28892,2020-10-28 15:59:00,2020-05-20 20:02:00,3,350000,1525,1,5,5,3.4,Tidur
U28894,2020-05-27 19:50:00,2020-05-20 20:08:00,2,20000,1679,1,4,1,2.05,Kategori Lain
U28895,2020-05-20 20:09:00,2020-05-20 20:09:00,1,20000,1686,1,3,1,1.7,Hilang
U28896,2020-05-26 19:59:00,2020-05-20 20:10:00,2,40002,1680,1,4,2,2.3,Kategori Lain
U28899,2020-08-07 07:25:00,2020-05-20 20:22:00,7,100000,1607,1,5,3,2.9,Tidur
U28902,2020-05-20 20:26:00,2020-05-20 20:26:00,1,10000,1686,1,3,1,1.7,Hilang
U28903,2020-05-20 20:29:00,2020-05-20 20:29:00,1,15000,1686,1,3,1,1.7,Hilang
U28904,2020-05-20 20:38:00,2020-05-20 20:38:00,1,50000,1686,1,3,2,1.95,Hilang
U28905,2020-05-26 23:14:00,2020-05-26 23:14:00,1,10000,1680,1,3,1,1.7,Hilang
U28906,2020-05-20 20:39:00,2020-05-20 20:39:00,1,50000,1686,1,3,2,1.95,Hilang
U28907,2020-05-20 20:40:00,2020-05-20 20:40:00,1,20000,1686,1,3,1,1.7,Hilang
U28908,2020-05-20 20:50:00,2020-05-20 20:50:00,1,200000,1686,1,3,4,2.45,Tidur
U28909,2020-05-20 20:55:00,2020-05-20 20:55:00,1,10000,1686,1,3,1,1.7,Hilang
U28910,2022-01-27 07:05:00,2020-05-20 20:57:00,6,155000,1069,2,5,4,3.55,Tidur
U28912,2021-05-03 19:56:00,2020-05-20 21:59:00,2,300000,1338,2,4,5,3.45,Tidur
U28913,2020-05-21 03:39:00,2020-05-21 03:39:00,1,30000,1685,1,3,2,1.95,Hilang
U28914,2020-05-21 03:41:00,2020-05-21 03:41:00,1,30000,1685,1,3,2,1.95,Hilang
U28915,2022-08-19 11:17:00,2020-05-21 03:47:00,3,60000,865,3,5,3,3.7,Kategori Lain
U28916,2020-05-21 04:50:00,2020-05-21 04:50:00,1,10000,1685,1,3,1,1.7,Hilang
U28917,2020-07-27 09:22:00,2020-05-21 08:43:00,2,200000,1618,1,4,4,2.8,Tidur
U28918,2020-06-05 06:23:00,2020-06-05 06:23:00,1,100000,1670,1,3,3,2.2,Tidur
U28919,2020-05-21 09:59:00,2020-05-21 09:59:00,1,300000,1685,1,3,5,2.7,Tidur
U28920,2021-10-03 16:48:00,2021-10-03 16:48:00,1,250000,1185,2,3,4,2.85,Tidur
U28921,2024-09-27 14:35:00,2021-12-03 10:02:00,2,250000,95,5,4,4,4.4,Tidur
U28923,2021-02-04 14:58:00,2020-05-21 13:13:00,2,200000,1426,2,4,4,3.2,Tidur
U28924,2021-07-19 07:15:00,2020-05-21 14:18:00,2,150000,1261,2,4,4,3.2,Tidur
U28925,2020-05-21 14:40:00,2020-05-21 14:40:00,1,48000,1685,1,3,2,1.95,Hilang
U28926,2020-05-23 05:20:00,2020-05-21 14:53:00,2,200000,1683,1,4,4,2.8,Tidur
U28927,2020-05-21 14:58:00,2020-05-21 14:58:00,1,140000,1685,1,3,4,2.45,Tidur
U28928,2020-05-21 15:28:00,2020-05-21 15:28:00,1,150000,1685,1,3,4,2.45,Tidur
U28929,2020-05-21 15:39:00,2020-05-21 15:39:00,1,50000,1685,1,3,2,1.95,Hilang
U28930,2020-05-21 16:20:00,2020-05-21 16:20:00,1,300000,1685,1,3,5,2.7,Tidur
U28931,2020-05-21 17:03:00,2020-05-21 17:03:00,1,250000,1685,1,3,4,2.45,Tidur
U28932,2020-05-21 17:27:00,2020-05-21 17:27:00,1,100000,1685,1,3,3,2.2,Tidur
U28933,2020-05-21 17:33:00,2020-05-21 17:33:00,1,450000,1685,1,3,5,2.7,Tidur
U28935,2020-05-23 16:30:00,2020-05-23 16:30:00,1,50000,1683,1,3,2,1.95,Hilang
U28936,2020-05-21 18:41:00,2020-05-21 18:41:00,1,250000,1685,1,3,4,2.45,Tidur
U28938,2020-05-21 19:05:00,2020-05-21 18:58:00,2,50000,1685,1,4,2,2.3,Kategori Lain
U28940,2021-05-09 10:24:00,2020-05-21 19:52:00,2,250000,1332,2,4,4,3.2,Tidur
U28941,2021-11-20 11:47:00,2021-11-20 11:47:00,1,300000,1137,2,3,5,3.1,Tidur
U28942,2020-05-21 20:12:00,2020-05-21 20:12:00,1,100000,1685,1,3,3,2.2,Tidur
U28943,2020-12-18 14:02:00,2020-05-21 20:37:00,4,470000,1474,2,5,5,3.8,Tidur
U28944,2020-05-21 21:04:00,2020-05-21 21:04:00,1,50000,1685,1,3,2,1.95,Hilang
U28945,2020-05-21 22:07:00,2020-05-21 22:07:00,1,100000,1685,1,3,3,2.2,Tidur
U28946,2020-12-31 05:42:00,2020-05-21 22:17:00,11,800000,1461,2,5,5,3.8,Tidur
U28949,2020-05-22 01:06:00,2020-05-22 01:06:00,1,100000,1684,1,3,3,2.2,Tidur
U28956,2020-05-22 06:15:00,2020-05-22 06:15:00,1,50000,1684,1,3,2,1.95,Hilang
U28960,2022-10-08 10:54:00,2022-10-08 10:54:00,1,200000,815,3,3,4,3.25,Tidur
U28963,2020-05-22 10:37:00,2020-05-22 10:37:00,1,300000,1684,1,3,5,2.7,Tidur
U28964,2020-05-22 10:28:00,2020-05-22 10:28:00,1,10000,1684,1,3,1,1.7,Hilang
U28965,2020-05-22 10:54:00,2020-05-22 10:54:00,1,50000,1684,1,3,2,1.95,Hilang
U28967,2021-07-13 09:45:00,2021-07-13 09:45:00,1,100000,1267,2,3,3,2.6,Tidur
U28968,2024-04-05 15:01:00,2020-05-22 13:16:00,7,900000,270,5,5,5,5.0,Tidur
U28969,2021-07-24 05:28:00,2020-05-22 13:07:00,3,300000,1256,2,5,5,3.8,Tidur
U28971,2024-05-29 08:07:00,2020-05-22 14:01:00,6,390000,216,5,5,5,5.0,Tidur
U28972,2022-06-06 15:57:00,2021-06-10 20:11:00,4,500000,939,3,5,5,4.2,Tidur
U28974,2021-01-21 19:37:00,2021-01-21 19:37:00,1,100000,1440,2,3,3,2.6,Tidur
U28975,2020-05-22 14:13:00,2020-05-22 14:13:00,1,100000,1684,1,3,3,2.2,Tidur
U28976,2023-04-07 08:51:00,2020-05-22 14:15:00,11,2200000,634,4,5,5,4.6,Tidur
U28977,2020-10-25 14:15:00,2020-05-22 14:48:00,2,75000,1528,1,4,3,2.55,Kategori Lain
U28981,2020-05-22 15:23:00,2020-05-22 15:18:00,2,400000,1684,1,4,5,3.05,Tidur
U28982,2020-05-22 15:25:00,2020-05-22 15:25:00,1,50000,1684,1,3,2,1.95,Hilang
U28987,2023-04-21 19:45:00,2020-05-22 15:56:00,3,230000,620,4,5,4,4.35,Tidur
U28988,2024-05-17 10:04:00,2020-05-22 16:18:00,3,250000,228,5,5,4,4.75,Tidur
U28989,2020-05-22 16:42:00,2020-05-22 16:42:00,1,100000,1684,1,3,3,2.2,Tidur
U28990,2020-12-31 16:22:00,2020-05-22 16:40:00,4,500000,1461,2,5,5,3.8,Tidur
U28992,2020-12-14 15:56:00,2020-05-22 16:51:00,8,500000,1478,2,5,5,3.8,Tidur
U28993,2020-05-22 16:53:00,2020-05-22 16:53:00,1,10000,1684,1,3,1,1.7,Hilang
U28995,2020-05-22 17:26:00,2020-05-22 17:26:00,1,100000,1684,1,3,3,2.2,Tidur
U28996,2021-01-22 07:56:00,2020-05-22 17:47:00,2,400000,1439,2,4,5,3.45,Tidur
U28997,2022-05-01 11:56:00,2020-05-22 17:40:00,3,300000,975,3,5,5,4.2,Tidur
U28999,2020-05-22 18:13:00,2020-05-22 18:13:00,1,150000,1684,1,3,4,2.45,Tidur
U29001,2021-07-16 14:02:00,2020-05-22 18:31:00,3,250000,1264,2,5,4,3.55,Tidur
U29002,2021-04-30 10:50:00,2020-06-05 12:11:00,6,700000,1341,2,5,5,3.8,Tidur
U29003,2020-09-10 14:37:00,2020-05-22 19:02:00,2,80000,1573,1,4,3,2.55,Kategori Lain
U29004,2020-05-22 19:20:00,2020-05-22 19:20:00,1,16775,1684,1,3,1,1.7,Hilang
U29005,2020-11-08 20:42:00,2020-05-23 15:44:00,2,30000,1514,2,4,2,2.7,Kategori Lain
U29006,2020-05-22 19:38:00,2020-05-22 19:38:00,1,50000,1684,1,3,2,1.95,Hilang
U29008,2021-01-22 12:23:00,2020-05-22 19:50:00,5,290000,1439,2,5,5,3.8,Tidur
U29009,2020-05-22 19:58:00,2020-05-22 19:58:00,1,100000,1684,1,3,3,2.2,Tidur
U29010,2024-11-16 06:01:00,2020-05-22 20:03:00,3,450000,45,5,5,5,5.0,Mulai Aktif
U29011,2021-01-29 11:47:00,2020-05-22 20:08:00,12,1300000,1432,2,5,5,3.8,Tidur
U29012,2020-05-22 20:40:00,2020-05-22 20:40:00,1,250000,1684,1,3,4,2.45,Tidur
U29014,2021-07-09 21:20:00,2021-07-09 21:20:00,1,300943,1271,2,3,5,3.1,Tidur
U29015,2020-10-16 15:44:00,2020-05-22 21:44:00,2,700000,1537,1,4,5,3.05,Tidur
U29017,2020-05-22 22:11:00,2020-05-22 22:11:00,1,50000,1684,1,3,2,1.95,Hilang
U29018,2020-05-22 23:04:00,2020-05-22 23:04:00,1,150000,1684,1,3,4,2.45,Tidur
U29021,2020-06-09 22:32:00,2020-05-22 23:26:00,2,150000,1666,1,4,4,2.8,Tidur
U29022,2020-05-23 00:27:00,2020-05-23 00:27:00,1,100000,1683,1,3,3,2.2,Tidur
U29024,2020-08-13 14:12:00,2020-08-13 14:12:00,1,50000,1601,1,3,2,1.95,Hilang
U29025,2020-05-23 03:41:00,2020-05-23 03:41:00,1,50000,1683,1,3,2,1.95,Hilang
U29027,2020-05-23 04:33:00,2020-05-23 04:33:00,1,50000,1683,1,3,2,1.95,Hilang
U29029,2020-06-19 10:03:00,2020-05-23 05:07:00,4,400000,1656,1,5,5,3.4,Tidur
U29034,2020-05-23 07:18:00,2020-05-23 07:18:00,1,10000,1683,1,3,1,1.7,Hilang
U29036,2021-05-04 15:08:00,2020-05-23 07:52:00,3,300000,1337,2,5,5,3.8,Tidur
U29037,2020-05-23 07:56:00,2020-05-23 07:56:00,1,50000,1683,1,3,2,1.95,Hilang
U29038,2020-05-23 08:03:00,2020-05-23 08:03:00,1,50000,1683,1,3,2,1.95,Hilang
U29042,2020-05-23 08:58:00,2020-05-23 08:58:00,1,50000,1683,1,3,2,1.95,Hilang
U29043,2020-05-23 09:07:00,2020-05-23 09:07:00,1,50000,1683,1,3,2,1.95,Hilang
U29047,2020-05-23 09:49:00,2020-05-23 09:49:00,1,270000,1683,1,3,5,2.7,Tidur
U29049,2020-05-23 09:59:00,2020-05-23 09:59:00,1,50000,1683,1,3,2,1.95,Hilang
U29050,2020-05-23 10:04:00,2020-05-23 10:04:00,1,300000,1683,1,3,5,2.7,Tidur
U29052,2020-05-23 10:34:00,2020-05-23 10:34:00,1,150000,1683,1,3,4,2.45,Tidur
U29053,2020-05-23 10:44:00,2020-05-23 10:44:00,1,100000,1683,1,3,3,2.2,Tidur
U29054,2020-05-23 10:44:00,2020-05-23 10:44:00,1,40000,1683,1,3,2,1.95,Hilang
U29055,2020-05-23 11:00:00,2020-05-23 11:00:00,1,30000,1683,1,3,2,1.95,Hilang
U29057,2020-05-23 11:34:00,2020-05-23 11:34:00,1,10000,1683,1,3,1,1.7,Hilang
U29061,2024-12-02 17:39:00,2020-05-23 12:13:00,3,400000,29,5,5,5,5.0,Mulai Aktif
U29062,2022-10-14 12:31:00,2020-05-23 12:25:00,2,150000,809,3,4,4,3.6,Tidur
U29063,2020-05-23 12:32:00,2020-05-23 12:32:00,1,120000,1683,1,3,4,2.45,Tidur
U29064,2020-07-30 00:21:00,2020-05-23 12:42:00,3,200000,1615,1,5,4,3.15,Tidur
U29065,2020-05-23 12:43:00,2020-05-23 12:43:00,1,100000,1683,1,3,3,2.2,Tidur
U29066,2022-04-26 18:19:00,2020-05-23 12:52:00,3,315000,980,3,5,5,4.2,Tidur
U29067,2022-01-01 14:24:00,2020-05-23 12:50:00,2,70342,1095,2,4,3,2.95,Kategori Lain
U29068,2020-05-23 12:52:00,2020-05-23 12:52:00,1,200000,1683,1,3,4,2.45,Tidur
U29070,2020-05-23 12:56:00,2020-05-23 12:56:00,1,50000,1683,1,3,2,1.95,Hilang
U29071,2020-05-23 12:58:00,2020-05-23 12:58:00,1,10000,1683,1,3,1,1.7,Hilang
U29072,2023-04-19 23:06:00,2021-01-15 15:51:00,2,300000,622,4,4,5,4.25,Tidur
U29073,2020-10-04 00:05:00,2020-05-23 13:17:00,3,150000,1549,1,5,4,3.15,Tidur
U29074,2020-05-23 13:20:00,2020-05-23 13:20:00,1,200000,1683,1,3,4,2.45,Tidur
U29075,2020-09-30 16:58:00,2020-05-23 13:25:00,10,140000,1553,1,5,4,3.15,Tidur
U29076,2024-04-09 15:57:00,2020-05-23 13:29:00,4,385000,266,5,5,5,5.0,Tidur
U29078,2020-05-23 13:43:00,2020-05-23 13:43:00,1,30000,1683,1,3,2,1.95,Hilang
U29079,2020-05-23 14:00:00,2020-05-23 14:00:00,1,300000,1683,1,3,5,2.7,Tidur
U29080,2020-05-23 13:47:00,2020-05-23 13:47:00,1,50000,1683,1,3,2,1.95,Hilang
U29083,2024-03-08 05:08:00,2020-05-23 14:33:00,12,489000,298,5,5,5,5.0,Tidur
U29084,2020-05-23 14:41:00,2020-05-23 14:41:00,1,250000,1683,1,3,4,2.45,Tidur
U29085,2020-05-23 14:44:00,2020-05-23 14:44:00,1,10000,1683,1,3,1,1.7,Hilang
U29086,2020-05-23 14:47:00,2020-05-23 14:47:00,1,50000,1683,1,3,2,1.95,Hilang
U29088,2020-09-10 22:01:00,2020-05-23 15:01:00,2,200000,1573,1,4,4,2.8,Tidur
U29089,2020-10-21 07:09:00,2020-05-23 15:12:00,3,30000,1532,1,5,2,2.65,Kategori Lain
U29092,2020-05-23 15:37:00,2020-05-23 15:37:00,1,200000,1683,1,3,4,2.45,Tidur
U29093,2020-05-23 15:47:00,2020-05-23 15:47:00,1,30000,1683,1,3,2,1.95,Hilang
U29094,2020-05-23 15:55:00,2020-05-23 15:55:00,1,15150,1683,1,3,1,1.7,Hilang
U29098,2020-05-23 16:21:00,2020-05-23 16:21:00,1,20000,1683,1,3,1,1.7,Hilang
U29100,2020-05-23 17:10:00,2020-05-23 17:10:00,1,50024,1683,1,3,3,2.2,Hilang
U29102,2020-11-10 16:56:00,2020-08-24 05:07:00,2,30000,1512,2,4,2,2.7,Kategori Lain
U29103,2020-05-23 18:54:00,2020-05-23 16:40:00,3,400000,1683,1,5,5,3.4,Tidur
U29105,2021-10-08 04:28:00,2020-05-23 16:42:00,2,70000,1180,2,4,3,2.95,Kategori Lain
U29106,2020-05-23 16:54:00,2020-05-23 16:54:00,1,10000,1683,1,3,1,1.7,Hilang
U29107,2020-05-23 17:09:00,2020-05-23 17:09:00,1,50000,1683,1,3,2,1.95,Hilang
U29109,2020-05-23 17:19:00,2020-05-23 17:19:00,1,20000,1683,1,3,1,1.7,Hilang
U29110,2020-05-23 17:20:00,2020-05-23 17:20:00,1,375000,1683,1,3,5,2.7,Tidur
U29111,2020-05-26 20:26:00,2020-05-23 17:21:00,2,50000,1680,1,4,2,2.3,Kategori Lain
U29112,2020-05-23 17:24:00,2020-05-23 17:24:00,1,250000,1683,1,3,4,2.45,Tidur
U29114,2020-05-23 17:36:00,2020-05-23 17:36:00,1,100000,1683,1,3,3,2.2,Tidur
U29116,2021-01-20 13:12:00,2021-01-20 13:12:00,1,300000,1441,2,3,5,3.1,Tidur
U29118,2020-05-23 17:45:00,2020-05-23 17:43:00,2,200000,1683,1,4,4,2.8,Tidur
U29119,2020-11-13 16:56:00,2020-11-13 16:56:00,1,126000,1509,2,3,4,2.85,Tidur
U29120,2020-05-23 17:51:00,2020-05-23 17:51:00,1,30000,1683,1,3,2,1.95,Hilang
U29121,2020-05-23 18:09:00,2020-05-23 18:09:00,1,15000,1683,1,3,1,1.7,Hilang
U29124,2024-12-18 05:41:00,2020-05-23 18:20:00,61,4194500,13,5,5,5,5.0,Mulai Aktif
U29125,2020-05-23 18:21:00,2020-05-23 18:21:00,1,50000,1683,1,3,2,1.95,Hilang
U29127,2020-05-23 18:51:00,2020-05-23 18:51:00,1,50000,1683,1,3,2,1.95,Hilang
U29128,2020-05-23 18:53:00,2020-05-23 18:53:00,1,200000,1683,1,3,4,2.45,Tidur
U29129,2020-05-23 19:19:00,2020-05-23 19:12:00,2,100000,1683,1,4,3,2.55,Tidur
U29133,2023-07-31 17:27:00,2023-07-31 17:27:00,1,100000,519,4,3,3,3.4,Tidur
U29134,2020-05-23 19:57:00,2020-05-23 19:57:00,1,100000,1683,1,3,3,2.2,Tidur
U29135,2020-10-30 08:28:00,2020-05-23 19:57:00,2,30000,1523,2,4,2,2.7,Kategori Lain
U29137,2020-06-19 02:09:00,2020-05-23 20:01:00,3,30000,1656,1,5,2,2.65,Kategori Lain
U29139,2022-04-22 10:10:00,2020-05-23 20:25:00,2,300000,984,3,4,5,3.85,Tidur
U29140,2020-05-23 20:55:00,2020-05-23 20:29:00,2,200000,1683,1,4,4,2.8,Tidur
U29142,2020-05-23 20:45:00,2020-05-23 20:45:00,1,125000,1683,1,3,4,2.45,Tidur
U29143,2020-05-23 20:52:00,2020-05-23 20:52:00,1,5000,1683,1,3,1,1.7,Hilang
U29145,2020-05-23 21:08:00,2020-05-23 21:08:00,1,10000,1683,1,3,1,1.7,Hilang
U29146,2020-05-23 21:14:00,2020-05-23 21:14:00,1,100000,1683,1,3,3,2.2,Tidur
U29148,2020-05-23 21:39:00,2020-05-23 21:39:00,1,20000,1683,1,3,1,1.7,Hilang
U29149,2020-05-23 21:45:00,2020-05-23 21:45:00,1,250000,1683,1,3,4,2.45,Tidur
U29150,2020-05-23 21:46:00,2020-05-23 21:46:00,1,200000,1683,1,3,4,2.45,Tidur
U29151,2022-08-03 22:22:00,2020-05-23 21:51:00,7,2000000,881,3,5,5,4.2,Tidur
U29153,2020-05-23 22:17:00,2020-05-23 22:17:00,1,50000,1683,1,3,2,1.95,Hilang
U29154,2020-05-23 22:27:00,2020-05-23 22:27:00,1,50000,1683,1,3,2,1.95,Hilang
U29155,2020-05-23 22:28:00,2020-05-23 22:28:00,1,25000,1683,1,3,2,1.95,Hilang
U29158,2020-05-23 22:50:00,2020-05-23 22:50:00,1,120000,1683,1,3,4,2.45,Tidur
U29159,2020-05-23 22:56:00,2020-05-23 22:56:00,1,20000,1683,1,3,1,1.7,Hilang
U29160,2020-05-23 23:14:00,2020-05-23 23:14:00,1,10000,1683,1,3,1,1.7,Hilang
U29161,2020-05-23 23:20:00,2020-05-23 23:20:00,1,300000,1683,1,3,5,2.7,Tidur
U29162,2020-06-09 19:41:00,2020-05-24 00:57:00,3,60000,1666,1,5,3,2.9,Kategori Lain
U29164,2020-05-24 01:30:00,2020-05-24 01:30:00,1,105000,1682,1,3,4,2.45,Tidur
U29167,2021-01-29 12:10:00,2020-05-24 03:46:00,2,150000,1432,2,4,4,3.2,Tidur
U29168,2020-05-24 06:30:00,2020-05-24 06:30:00,1,10000,1682,1,3,1,1.7,Hilang
U29169,2020-05-24 06:59:00,2020-05-24 06:59:00,1,2000,1682,1,3,1,1.7,Hilang
U29170,2020-05-24 07:22:00,2020-05-24 07:21:00,2,100000,1682,1,4,3,2.55,Tidur
U29171,2020-05-24 07:50:00,2020-05-24 07:50:00,1,5000,1682,1,3,1,1.7,Hilang
U29172,2020-08-05 17:52:00,2020-05-24 20:55:00,3,650000,1609,1,5,5,3.4,Tidur
U29174,2020-05-24 09:31:00,2020-05-24 09:31:00,1,10000,1682,1,3,1,1.7,Hilang
U29175,2020-05-24 10:18:00,2020-05-24 10:18:00,1,100000,1682,1,3,3,2.2,Tidur
U29178,2020-05-24 11:03:00,2020-05-24 11:03:00,1,50000,1682,1,3,2,1.95,Hilang
U29180,2020-05-24 12:58:00,2020-05-24 11:14:00,2,11128,1682,1,4,1,2.05,Kategori Lain
